Dasyuromorpha,Myrmecobiidae,400,0.794
Dasyuromorpha,Myrmecobiidae,480,1.036
Diprotodontia,Acrobatidae,14,0.084
Diprotodontia,Burramyidae,44.3,0.205
Diprotodontia,Burramyidae,12.6,0.105
Diprotodontia,Burramyidae,60,0.288
Diprotodontia,Burramyidae,70,0.336
Diprotodontia,Macropodidae,6960,7.96
Diprotodontia,Macropodidae,2660,4.749
Diprotodontia,Macropodidae,4796,7.78
Diprotodontia,Macropodidae,29300,31.71
Diprotodontia,Macropodidae,30000,34.46
Diprotodontia,Macropodidae,25000,30.13
Diprotodontia,Macropodidae,32490,32.625
Diprotodontia,Macropodidae,2510,4.52
Diprotodontia,Macropodidae,2674,4.654
Diprotodontia,Macropodidae,2940,4.92
Diprotodontia,Petauridae,166,0.574
Diprotodontia,Petauridae,127,0.502
Diprotodontia,Petauridae,128.1,0.5
Diprotodontia,Petauridae,130,0.522
Diprotodontia,Petauridae,132.2,0.546
Diprotodontia,Phalangeridae,4250,6.164
Diprotodontia,Phalangeridae,4250,6.378
Diprotodontia,Phalangeridae,1982,3.538
Diprotodontia,Phalangeridae,2005,4.081
Diprotodontia,Phascolarctidae,4700,5.72
Diprotodontia,Phascolarctidae,4765,5.768
Diprotodontia,Potoroidae,2820,5.978
Diprotodontia,Potoroidae,1385,3.578
Diprotodontia,Potoroidae,1018,3.132
Diprotodontia,Potoroidae,976,2.323
Diprotodontia,Potoroidae,1120,2.812
Diprotodontia,Pseudocheiridae,18.6,0.125
Diprotodontia,Pseudocheiridae,1140,3.18
Diprotodontia,Pseudocheiridae,1141,3.202
Diprotodontia,Pseudocheiridae,828,2.21
Diprotodontia,Pseudocheiridae,835,2.194
Diprotodontia,Pseudocheiridae,861,2.282
Diprotodontia,Pseudocheiridae,916,2.402
Diprotodontia,Tarsipedidae,10,0.162
Diprotodontia,Vombatidae,25000,15.341
Diprotodontia,Vombatidae,29917,16.69
Hyracoidea,Procaviidae,2210,4.19
Hyracoidea,Procaviidae,1287,3.733
Hyracoidea,Procaviidae,2000,4.017
Hyracoidea,Procaviidae,2250,5.021
Hyracoidea,Procaviidae,2400,3.682
Hyracoidea,Procaviidae,2750,6.577
Insectivora,Chrysochloridae,70,0.473
Insectivora,Chrysochloridae,33,0.22
Insectivora,Chrysochloridae,34,0.228
Insectivora,Chrysochloridae,44,0.287
Insectivora,Chrysochloridae,20,0.056
Insectivora,Chrysochloridae,26.1,0.086
Insectivora,Erinaceidae,450,0.828
Insectivora,Erinaceidae,721.2,2.816
Insectivora,Erinaceidae,822.7,1.937
Insectivora,Erinaceidae,750,1.883
Insectivora,Erinaceidae,1191.2,2.632
Insectivora,Erinaceidae,2000,2.91
Insectivora,Erinaceidae,450,0.628
Insectivora,Erinaceidae,453,0.632
Insectivora,Erinaceidae,397,0.842
Insectivora,Erinaceidae,400,0.848
Insectivora,Erinaceidae,57.8,0.335
Insectivora,Soricidae,20.4,0.331
Insectivora,Soricidae,20.5,0.366
Insectivora,Soricidae,20.7,0.29
Insectivora,Soricidae,22.1,0.397
Insectivora,Soricidae,10.2,0.188
Insectivora,Soricidae,9.5,0.117
Insectivora,Soricidae,10.2,0.125
Insectivora,Soricidae,33.2,0.248
Insectivora,Soricidae,10,0.145
Insectivora,Soricidae,11.5,0.167
Insectivora,Soricidae,11.7,0.166
Insectivora,Soricidae,11.8,0.138
Insectivora,Soricidae,12.8,0.15
Insectivora,Soricidae,38.3,0.32
Insectivora,Soricidae,38.9,0.326
Insectivora,Soricidae,16.9,0.17
Insectivora,Soricidae,17.3,0.173
Insectivora,Soricidae,9.6,0.131
Insectivora,Soricidae,10.1,0.166
Insectivora,Soricidae,10.4,0.128
Insectivora,Soricidae,13.7,0.15
Insectivora,Soricidae,6.5,0.105
Insectivora,Soricidae,6.8,0.11
Insectivora,Soricidae,7.5,0.12
Insectivora,Soricidae,14.7,0.123
Insectivora,Soricidae,15.3,0.128
Insectivora,Soricidae,6.2,0.107
Insectivora,Soricidae,6.4,0.25
Insectivora,Soricidae,13.1,0.373
Insectivora,Soricidae,14.1,0.373
Insectivora,Soricidae,17.1,0.31
Insectivora,Soricidae,17.1,0.305
Insectivora,Soricidae,4,0.074
Insectivora,Soricidae,7.8,0.265
Insectivora,Soricidae,7.9,0.269
Insectivora,Soricidae,8.05,0.336
Insectivora,Soricidae,8.7,0.361
Insectivora,Soricidae,3.5,0.176
Insectivora,Soricidae,5,0.249
Insectivora,Soricidae,7.9,0.31
Insectivora,Soricidae,9.1,0.29
Insectivora,Soricidae,3.8,0.182
Insectivora,Soricidae,4,0.172
Insectivora,Soricidae,4.2,0.183
Insectivora,Soricidae,4.6,0.18
Insectivora,Soricidae,9.7,0.292
Insectivora,Soricidae,5.2,0.157
Insectivora,Soricidae,2.4,0.08
Insectivora,Soricidae,2.5,0.05
Insectivora,Soricidae,30.2,0.332
Insectivora,Soricidae,52.3,0.49
Insectivora,Talpidae,49,0.615
Insectivora,Talpidae,11.8,0.259
Insectivora,Talpidae,48,0.378
Insectivora,Talpidae,61,0.425
Insectivora,Talpidae,61.2,0.358
Insectivora,Talpidae,130.1,0.607
Insectivora,Tenrecidae,116.4,0.75
Insectivora,Tenrecidae,6.9,0.043
Insectivora,Tenrecidae,101.9,0.404
Insectivora,Tenrecidae,133,0.358
Insectivora,Tenrecidae,77.7,0.312
Insectivora,Tenrecidae,77.7,0.404
Insectivora,Tenrecidae,12.2,0.179
Insectivora,Tenrecidae,44.6,0.315
Insectivora,Tenrecidae,44,0.243
Insectivora,Tenrecidae,345,0.483
Insectivora,Tenrecidae,530,0.68
Insectivora,Tenrecidae,650,0.729
Lagomorpha,Leporidae,432,2.145
Lagomorpha,Leporidae,3000,9.205
Lagomorpha,Leporidae,3250,9.972
Lagomorpha,Leporidae,3362,8.54
Lagomorpha,Leporidae,1380,5.235
Lagomorpha,Leporidae,1480,6.605
Lagomorpha,Leporidae,1562.8,6.975
Lagomorpha,Leporidae,1581,8.468
Lagomorpha,Leporidae,2100,6.65
Lagomorpha,Leporidae,3004.4,6.036
Lagomorpha,Leporidae,2300,7.314
Lagomorpha,Leporidae,3004,6.033
Lagomorpha,Leporidae,3025,11.815
Lagomorpha,Leporidae,2430,7.051
Lagomorpha,Leporidae,2620,8.404
Lagomorpha,Leporidae,2000,6.36
Lagomorpha,Leporidae,2350,8.6
Lagomorpha,Leporidae,672.4,2.443
Lagomorpha,Leporidae,701.7,2.57
Lagomorpha,Ochotonidae,127.7,1.389
Lagomorpha,Ochotonidae,109,0.932
Macroscelidae,Macroscelididae,45.3,0.244
Macroscelidae,Macroscelididae,49.8,0.303
Macroscelidae,Macroscelididae,50,0.304
Macroscelidae,Macroscelididae,46.49,0.29
Macroscelidae,Macroscelididae,61,0.358
Macroscelidae,Macroscelididae,62.97,0.37
Macroscelidae,Macroscelididae,65.2,0.436
Macroscelidae,Macroscelididae,45.31,0.267
Macroscelidae,Macroscelididae,53,0.312
Macroscelidae,Macroscelididae,53,0.317
Macroscelidae,Macroscelididae,39,0.292
Macroscelidae,Macroscelididae,206.1,1.001
Macroscelidae,Macroscelididae,208,0.859
Macroscelidae,Macroscelididae,210,0.72
Monotremata,Ornithorhynchidae,693,1.082
Monotremata,Ornithorhynchidae,1200,2.5
Monotremata,Ornithorynchidae,1315,2.663
Monotremata,Tachyglossidae,2140,1.564
Monotremata,Tachyglossidae,2725,2.404
Monotremata,Tachyglossidae,3430,2.55
Monotremata,Tachyglossidae,3580,3.056
Monotremata,Tachyglossidae,10300,6.778
Monotremata,Tachyglossidae,13630,6.22
Notoryctomorphia,Notoryctidae,34,0.119
Peramelemorphia,Peramelidae,428,0.837
Peramelemorphia,Peramelidae,1551,3.202
Peramelemorphia,Peramelidae,717,1.238
Peramelemorphia,Peramelidae,1011,1.974
Peramelemorphia,Peramelidae,1294,2.51
Peramelemorphia,Peramelidae,1477,2.79
Peramelemorphia,Peramelidae,837,2.343
Perissodactyla,Peramelidae,645,1.763
Pholidota,Peroryctidae,616,1.685
Pholidota,Peroryctidae,1276,3.018
Pholidota,Peroryctidae,695,1.902
Pholidota,Equidae,177500,164.92
Pholidota,Manidae,15910,6.923
Pholidota,Manidae,4220,6.23
Primates,Manidae,3637.5,3.727
Primates,Manidae,1430,1.278
Primates,Manidae,1365,1.54
Primates,Manidae,2730,4.63
Primates,Callitrichidae,190,0.848
Primates,Callitrichidae,105,0.55
Primates,Callitrichidae,116.8,0.653
Primates,Callitrichidae,225,1.305
Primates,Cebidae,4670,11.464
Primates,Cebidae,820,2.466
Primates,Cebidae,1020,2.532
Primates,Cebidae,800,4.39
Primates,Cebidae,875,4.468
Primates,Cercopithecidae,8500,18.923
Primates,Cercopithecidae,8800,19.637
Primates,Cercopithecidae,10450,16.613
Primates,Cercopithecidae,10800,17.472
Primates,Cercopithecidae,3000,5.958
Primates,Cercopithecidae,9500,15.497
Primates,Cercopithecidae,16900,28.713
Primates,Cheirogaleidae,300,1.088
Primates,Hominidae,70000,82.78
Primates,Indriidae,3350,3.738
Primates,Lemuridae,2330,4.162
Primates,Lemuridae,2419,4.318
Primates,Lorisidae,206,0.731
Primates,Lorisidae,261.5,1.205
Primates,Lorisidae,170,0.285
Primates,Lorisidae,171.5,0.764
Primates,Lorisidae,61,0.42
Primates,Lorisidae,63.8,0.329
Primates,Lorisidae,284,0.714
Primates,Lorisidae,953.3,1.292
Primates,Lorisidae,1160,1.523
Primates,Lorisidae,1300,1.73
Primates,Lorisidae,950,2.298
Primates,Lorisidae,1039,2.93
Primates,Lorisidae,1314,3.927
Primates,Lorisidae,932.5,1.94
Proboscidea,Lorisidae,964,1.824
Rodentia,Lorisidae,1011,2.07
Rodentia,Tarsiidae,173,0.831
Rodentia,Tarsiidae,113,0.43
Rodentia,Elphantidae,3672000,2336.5
Rodentia,Agoutidae,9156,15.323
Rodentia,Aplodontidae,630,1.546
Rodentia,Aplodontidae,793,2.314
Rodentia,Bathyergidae,406,1.201
Rodentia,Bathyergidae,620,1.695
Rodentia,Bathyergidae,712,1.907
Rodentia,Bathyergidae,94,0.388
Rodentia,Bathyergidae,125,0.397
Rodentia,Bathyergidae,138,0.439
Rodentia,Bathyergidae,60,0.328
Rodentia,Bathyergidae,71,0.38
Rodentia,Bathyergidae,75,0.377
Rodentia,Bathyergidae,77,0.271
Rodentia,Bathyergidae,79.5,0.31
Rodentia,Bathyergidae,95,0.36
Rodentia,Bathyergidae,102,0.455
Rodentia,Bathyergidae,267,0.894
Rodentia,Bathyergidae,272,0.91
Rodentia,Bathyergidae,191,0.629
Rodentia,Bathyergidae,195,0.645
Rodentia,Bathyergidae,88,0.42
Rodentia,Bathyergidae,89,0.44
Rodentia,Bathyergidae,32,0.114
Rodentia,Bathyergidae,39,0.144
Rodentia,Capromyidae,2630,3.375
Rodentia,Capromyidae,2456,4.11
Rodentia,Capromyidae,775,1.483
Rodentia,Caviidae,570,2.226
Rodentia,Caviidae,629,1.93
Rodentia,Caviidae,728,2.25
Rodentia,Caviidae,1613,4.05
Rodentia,Caviidae,322,1.473
Rodentia,Caviidae,801,2.011
Rodentia,Caviidae,255,0.98
Rodentia,Chinchillidae,403,1.574
Rodentia,Chinchillidae,426,1.117
Rodentia,Chinchillidae,485,1.28
Rodentia,Chinchillidae,6784,10.597
Rodentia,Chinchillidae,6804,10.65
Rodentia,Ctenomyidae,340,0.65
Rodentia,Ctenomyidae,300,1.054
Rodentia,Ctenomyidae,215,1.044
Rodentia,Ctenomyidae,490,1.23
